dataset,code,name
PGI,FIST_PA,"Interest Rates, Short term, Percent per annum"
PGI,FITB_PA,"Interest Rates, Government Securities, Treasury Bills, Percent per annum"
PGI,FLF3_IS123_CXCAR_USD,"Debt securities, Liabilities, Money market funds (OECD/QASA), US Dollars"
PGI,FLF4_IS123_CXCAR_USD,"Loans, Liabilities, Money market funds (OECD/QASA), US Dollars"
PGI,FLF5_IS123_CXCAR_USD,"Equity and investment fund shares/units, Liabilities, Money market funds (OECD/QASA), US Dollars"
PGI,FLF_IS123_CXCAR_USD,"Financial liabilities, Liabilities, Money market funds (OECD/QASA), US Dollars"
PGI,FMBND_EUR,"Broad Money, National Definition of Broad Money, Euros"
PGI,FMBND_PC_CP_A_PT,"Broad Money, National Definition of Broad Money, Percentage change, corresponding period previous year, Percent"
PGI,FMBND_USD,"Broad Money, National Definition of Broad Money, US Dollars"
PGI,FMBND_XDC,"Broad Money, National Definition of Broad Money, National Currency"
PGI,FODA_EUR,"Other Depository Corporations, Assets, Euros"
PGI,FODA_PC_CP_A_PT,"Other Depository Corporations, Assets, Percentage change, corresponding period previous year, Percent"
PGI,FODA_USD,"Other Depository Corporations, Assets, US Dollars"
PGI,FODA_XDC,"Other Depository Corporations, Assets, National Currency"
PGI,FODL_EUR,"Other Depository Corporations, Liabilities, Euros"
PGI,FODL_USD,"Other Depository Corporations, Liabilities, US Dollars"
PGI,FODL_XDC,"Other Depository Corporations, Liabilities, National Currency"
PGI,FODNFS_EUR,"Other Depository Corporations, Memorandum  Items, Credit to Non-Financial Sector, Euros"
PGI,FODNFS_USD,"Other Depository Corporations, Memorandum  Items, Credit to Non-Financial Sector, US Dollars"
PGI,FODNFS_XDC,"Other Depository Corporations, Memorandum  Items, Credit to Non-Financial Sector, National Currency"
PGI,FOFA_EUR,"Other Financial Corporations, Assets, Euros"
PGI,FOFA_USD,"Other Financial Corporations, Assets, US Dollars"
PGI,FOFA_XDC,"Other Financial Corporations, Assets, National Currency"
PGI,FOFL_EUR,"Other Financial Corporations, Liabilities, Euros"
PGI,FOFL_USD,"Other Financial Corporations, Liabilities, US Dollars"
PGI,FOFL_XDC,"Other Financial Corporations, Liabilities, National Currency"
PGI,FOSAA_EUR,"Other Depository Corporations Survey, Claims on Central Bank, Euros"
PGI,FOSAA_USD,"Other Depository Corporations Survey, Claims on Central Bank, US Dollars"
PGI,FOSAA_XDC,"Other Depository Corporations Survey, Claims on Central Bank, National Currency"
PGI,FOSABB,Crossborder Claims of Banks on Banks (BIS)
PGI,FOSABL,"Crossborder Claims of Banks, Loans or Deposits (BIS)"
PGI,FOSABN,Crossborder Claims of Banks on Non-Banks (BIS)
PGI,FOSAB_USD,"Other Depository Corporations Survey, Crossborder Claims of Banks (BIS), US Dollars"
PGI,FOSAF_EUR,"Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, Euros"
PGI,FOSAF_USD,"Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, US Dollars"
PGI,FOSAF_XDC,"Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, National Currency"
PGI,FOSAMB_DV_USD,"Other Depository Corporations Survey, Crossborder Claims on Banks (BIS), Derived Value, US Dollarss"
PGI,FOSAOF_EUR,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Euros"
PGI,FOSAOF_USD,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, US Dollars"
PGI,FOSAOF_XDC,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, National Currency"
PGI,FOSAOO_EUR,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-Financial Corporations and Private Sector, Euros"
PGI,FOSAOO_USD,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-Financial Corporations and Private Sector, US Dollars"
PGI,FOSAOO_XDC,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-Financial Corporations and Private Sector, National Currency"
PGI,FOSAOR_EUR,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Public Non-Financial Corporations, and Private Sector, Euros"
PGI,FOSAOR_USD,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Public Non-Financial Corporations, and Private Sector, US Dollars"
PGI,FOSAOR_XDC,"Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Public Non-Financial Corporations, and Private Sector, National Currency"
PGI,FOSE_EUR,"Other Depository Corporations Survey, Shares and other Equity, Euros"
PGI,FOSE_USD,"Other Depository Corporations Survey, Shares and other Equity, US Dollars"
PGI,FOSE_XDC,"Other Depository Corporations Survey, Shares and other Equity, National Currency"
PGI,FOSGG_EUR,"Other Depository Corporations Survey, Claims on General Government, Euros"
PGI,FOSGG_USD,"Other Depository Corporations Survey, Claims on General Government, US Dollars"
PGI,FOSGG_XDC,"Other Depository Corporations Survey, Claims on General Government, National Currency"
PGI,FOSLA_EUR,"Other Depository Corporations Survey, Liabilities to Central Bank, Euros"
PGI,FOSLA_USD,"Other Depository Corporations Survey, Liabilities to Central Bank, US Dollars"
PGI,FOSLA_XDC,"Other Depository Corporations Survey, Liabilities to Central Bank, National Currency"
PGI,FOSLBB,Crossborder Liabilities of Banks to Banks (BIS derived)
PGI,FOSLBL,"Crossborder Liabilities of Banks, Loans or Deposits (BIS)"
PGI,FOSLBN,Crossborder Liabilities of Banks to Non-Banks (BIS)
PGI,FOSLB_USD,"Other Depository Corporations Survey, Crossborder Liabilities of Banks (BIS), US Dollars"
PGI,FOSLF_EUR,"Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, Euros"
PGI,FOSLF_USD,"Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, US Dollars"
PGI,FOSLF_XDC,"Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, National Currency"
PGI,FOSLGG_EUR,"Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Government Lending Funds, Euros"
PGI,FOSLGG_USD,"Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Government Lending Funds, US Dollars"
PGI,FOSLGG_XDC,"Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Government Lending Funds, National Currency"
PGI,FOSLMB_DV_USD,"Other Depository Corporations Survey, Crossborder Liabilities to Banks (BIS), Derived Value, US Dollarss"
PGI,FOSLOF_EUR,"Other Depository Corporations Survey, Loans, Loans Other Financial Corporations, Euros"
PGI,FOSLOF_USD,"Other Depository Corporations Survey, Loans, Loans Other Financial Corporations, US Dollars"
PGI,FOSLOF_XDC,"Other Depository Corporations Survey, Loans, Loans Other Financial Corporations, National Currency"
PGI,FOSLOO_EUR,"Other Depository Corporations Survey, Liabilities to Other, Euros"
PGI,FOSLOO_USD,"Other Depository Corporations Survey, Liabilities to Other, US Dollars"
PGI,FOSLOO_XDC,"Other Depository Corporations Survey, Liabilities to Other, National Currency"
PGI,FOSLO_EUR,"Other Depository Corporations Survey, Liabilities to Other Residents, Euros"
PGI,FOSLO_USD,"Other Depository Corporations Survey, Liabilities to Other Residents, US Dollars"
PGI,FOSLO_XDC,"Other Depository Corporations Survey, Liabilities to Other Residents, National Currency"
PGI,FOSOAA_EUR,"Other Depository Corporations Survey, Other Items (Net), Consolidation Adjustment, Assets, Euros"
PGI,FOSOAA_USD,"Other Depository Corporations Survey, Other Items (Net), Consolidation Adjustment, Assets, US Dollars"
PGI,FOSOAA_XDC,"Other Depository Corporations Survey, Other Items (Net), Consolidation Adjustment, Assets, National Currency"
PGI,FOSOAL_EUR,"Other Depository Corporations Survey, Other Items (Net), Consolidation Adjustment, Liabilities, Euros"
PGI,FOSOAL_USD,"Other Depository Corporations Survey, Other Items (Net), Consolidation Adjustment, Liabilities, US Dollars"
PGI,FOSOAL_XDC,"Other Depository Corporations Survey, Other Items (Net), Consolidation Adjustment, Liabilities, National Currency"
PGI,FOSO_EUR,"Other Depository Corporations Survey, Other Items (Net), Euros"
PGI,FOSO_USD,"Other Depository Corporations Survey, Other Items (Net), US Dollars"
PGI,FOSO_XDC,"Other Depository Corporations Survey, Other Items (Net), National Currency"
PGI,FPE_A1_IX,"Equities, Alternate Definition (OECD), Index"
PGI,FPE_EOP_IX,"Equities, End of Period, Index"
PGI,FPE_IX,"Equities, Index"
PGI,FSANL_PT,"Financial Soundness Indicators, Core Set, Deposit Takers, Asset Quality, Non-performing Loans to Total Gross Loans, Percent"
PGI,FSERA_PT,"Financial Soundness Indicators, Core Set, Deposit Takers, Earnings and Profitability, Return on Assets, Percent"
PGI,FSKA_PT,"Financial Soundness Indicators, Encouraged Set, Deposit Takers, Capital to Assets, Percent"
PGI,FSKNL_PT,"Financial Soundness Indicators, Core Set, Deposit Takers, Capital Adequacy, Non-performing Loans Net of Provisions to Capital, Percent"
PGI,FSKRTC_PT,"Financial Soundness Indicators, Core Set, Deposit Takers, Capital Adequacy, Regulatory Tier 1 Capital to Risk-Weighted Assets, Percent"
PGI,FSLS_PT,"Financial Soundness Indicators, Core Set, Deposit Takers, Liquidity, Liquid Assets to Short Term Liabilities, Percent"
PGI,FSREPRR_PC_CP_A_PT,"Financial Soundness Indicators, Encouraged Set, Real Estate Markets, Residential Real Estate Prices, Percent"
PGI,GBAAF_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBAAF_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBAAF_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBAAF_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBAAF_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBAAF_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBAAN_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBAAN_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBAAN_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBAAN_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBAAN_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBAAN_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBADANF_T_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Fixed Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBADANF_T_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Fixed Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBADANF_T_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Fixed Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBADANF_T_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Fixed Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBADANF_T_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Fixed Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBADANF_T_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Fixed Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBADAN_T_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBADAN_T_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBADAN_T_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBADAN_T_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBADAN_T_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBADAN_T_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALAE_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALAE_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALAE_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALAE_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALAE_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALAE_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALCD_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALCD_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALCD_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALCD_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALCD_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALCD_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Currency and Deposits, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALCU_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Debt  by Currency, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALCU_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Debt  by Currency, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALCU_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Debt  by Currency, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALCU_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Debt  by Currency, Classification of the stocks of assets and liabilities, 2001 Manual, Euros"
PGI,GBALCU_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Debt  by Currency, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALCU_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Debt  by Currency, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALFD_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALFD_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALFD_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALFD_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALFD_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALFD_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALFV_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Debt (at Face Value), Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALFV_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Debt (at Face Value), Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALFV_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Debt (at Face Value), Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALIR_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALIR_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALIR_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALIR_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALIR_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALIR_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALLS_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALLS_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALLS_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALLS_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALLS_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALLS_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALM_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Debt (at Market Value), Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALM_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Debt (at Market Value), Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALM_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Debt (at Market Value), Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALND_G01_USD,"Budgetary Central Government, Assets and Liabilities, Debt (at Nominal Value), Domestic Debt (at Nominal Value), Classification of the stocks of assets and liabilities, 2001 Manual, US Dollars"
PGI,GBALNF_G01_USD,"Budgetary Central Government, Assets and Liabilities, Debt (at Nominal Value), Foreign Debt (at Nominal Value), Classification of the stocks of assets and liabilities, 2001 Manual, US Dollars"
PGI,GBALOM_G01_NV_USD,"Budgetary Central Government, Assets and Liabilities, Debt by Original Maturity, Classification of the stocks of assets and liabilities, 2001 Manual, Nominal Value, US Dollars"
PGI,GBALO_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALO_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALO_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALO_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALO_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALO_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALSDR_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALSDR_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALSDR_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALSDR_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALSDR_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALSDR_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALSO_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBALSO_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBALSO_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBALSO_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALSO_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALSO_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBALW_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBALW_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBALW_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBAL_G01_AC_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
PGI,GBAL_G01_AC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
PGI,GBAL_G01_AC_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, National Currency"
PGI,GBAL_G01_CA_EUR,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, Euros"
PGI,GBAL_G01_CA_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, US Dollars"
PGI,GBAL_G01_CA_XDC,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Cash, National Currency"
PGI,GBAL_G01_L_1Y_NV_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Long-term, 1 Year, Nominal Value, US Dollars"
PGI,GBAL_G01_L_NV_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Long-term, Nominal Value, US Dollars"
PGI,GBAL_G01_L_O1Y_NV_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Long-term, Over 1 Years, Nominal Value, US Dollars"
PGI,GBAL_G01_NV_FX_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, US Dollars"
PGI,GBAL_G01_NV_NC_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Nominal Value, Local Currency, US Dollars"
PGI,GBAL_G01_S_NV_USD,"Budgetary Central Government, Assets and Liabilities, Liabilities, Classification of the stocks of assets and liabilities, 2001 Manual, Short-term, Nominal Value, US Dollars"
PGI,GBECE_G01_AC_EUR,"Budgetary Central Government, Expense, Compensation of Employees, 2001 Manual, Accrual, Euros"
PGI,GBECE_G01_AC_USD,"Budgetary Central Government, Expense, Compensation of Employees, 2001 Manual, Accrual, US Dollars"
PGI,GBECE_G01_AC_XDC,"Budgetary Central Government, Expense, Compensation of Employees, 2001 Manual, Accrual, National Currency"
PGI,GBECE_G01_CA_EUR,"Budgetary Central Government, Expense, Compensation of Employees, 2001 Manual, Cash, Euros"
